cano_smiles,gene_name,stand_value
Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,KDR,5.1
Brc1ccc2NC(=O)\C(=C\3/SC(=S)NC3=O)\c2c1,KDR,5.1
C(=C\c1ccc2nccn2n1)/c3ccccc3,KDR,4.0
C1C[C@H](CN1)Oc2cncc(\C=C\c3ccncc3)c2,KDR,5.1
CC(=O)N[C@@H]1CCN(C1)c2nc3NC=C(C(=O)O)C(=O)c3c(C)c2F,KDR,5.1
CC(C)C[C@@H](CO)NC(=O)\C=C\c1cnc(N)c2ccccc12,KDR,5.3
CC(C)NC1=NNC(=O)/C/1=C\c2cc3ccccc3[nH]2,KDR,6.7
CC(C)OC1=NNC(=O)/C/1=C/c2c[nH]c3ccccc23,KDR,6.3
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1,KDR,6.3
CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(N[C@H]4CC[C@H](C4)C(=O)O)cc3,KDR,5.1
CC1(C)CC(=Cc2c1sc3ncnc(N)c23)\C=C\c4ccc(Cl)cc4,KDR,6.9
CC1(C)CC(=O)C2=C(C1)Nc3cc(Cl)ccc3S2,KDR,5.1
CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccc(cc5)C(=O)O,KDR,5.1
CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5cccc(Br)c5,KDR,5.1
CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccccc5,KDR,5.1
CC1=NN(C(=O)/C/1=C\c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccc(Cl)c(Cl)c5,KDR,5.1
CC1CSC2=C(C(=O)O)C(=O)c3cc(F)c(N4CC[C@@H](N)C4)c(F)c3N12,KDR,5.1
CC1CSC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CC[C@@H](N)C4,KDR,5.1
CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,KDR,5.1
CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3F,KDR,5.6
CCN(CC)CCNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,KDR,8.3
CCN1C(=O)\C(=C/Nc2ccccc2)\S/C/1=C(/C#N)\C(=O)O,KDR,5.4
CCOC(=O)C1=C(N)N2C(=O)\C(=C\c3cccs3)\SC2=C(C1c4cccs4)C(=O)N,KDR,5.1
CCOC(=O)C1=C2S\C(=C\c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N,KDR,5.1
CCOc1ccc(\C=C/2\SC(=N)NC2=O)c(O)c1,KDR,5.6
CCOc1ccccc1\C=N\NC(=O)c2nnn(c2N3CCCC3)c4nonc4N,KDR,5.1
CC[C@@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,KDR,5.1
CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5,KDR,6
CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCCCC5)ncc3N(C)C1=O,KDR,5.1
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCC[C@H]4CCO,KDR,5.6
CCn1c(nc2cncc(C(=O)N3CC[C@H](N)C3)c12)c4nonc4N,KDR,5.7
CN(C)CC(=O)N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,KDR,5.3
CN(CCCNC(=O)Nc1cc(cc(c1)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)CCCNC(=O)Nc2cc(cc(c2)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C,KDR,5.1
CN1C(=NC(=C(C1=O)c2ccc3ccccc3c2)c4ccncc4)NC[C@@H](N)Cc5ccccc5,KDR,5.4
CN1C(=NC(=C(C1=O)c2cccc(C)c2)c3ccncc3)NC[C@@H](N)Cc4ccccc4,KDR,5.1
CN1CCC[C@H]1COc2cncc(CCc3ccccc3)c2,KDR,5.1
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,KDR,7.5
CN1CCN(CC1)c2cc(Nc3cc(C)n[nH]3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,KDR,6.5
CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C,KDR,8.1
CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,KDR,5.3
CN1CC[C@H]1COc2cncc(CCc3ccncc3)c2,KDR,5.1
CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,KDR,8.2
CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4OCOc4c3,KDR,7.5
CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4sc(C)nc4c3,KDR,8.2
CN[C@H]1C[C@@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,KDR,8.2
COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c6c(N)ncnc26,KDR,8.1
COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(Cl)cc(C)cc5n4)cc3)c6c(N)ncnc26,KDR,7.6
COCc1nnn(c1C(=O)N\N=C(/C)\c2ccc(O)cc2O)c3nonc3N,KDR,5.5
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,KDR,7
COc1cc(Nc2ncnc3ccc(cc23)c4ccc(CN5C[C@@H]6C(CO)[C@@H]6C5)cc4)ccc1Oc7ccccc7,KDR,5.1
COc1cc(\C=C(/C#N)\c2n[nH]c(N)c2C#N)ccc1O,KDR,5.9
COc1cc(\C=C(/C#N)\c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,KDR,5.7
COc1cc(\C=C(/C#N)\c2nc3ccccc3[nH]2)c(Br)cc1O,KDR,5.7
COc1cc(\C=C/2\SC(=S)NC2=O)ccc1O,KDR,5.1
COc1cc(\C=C\2/SC(=O)NC2=O)ccc1O,KDR,5.1
COc1cc(\C=C\2/S\C(=N/c3ccccc3)\NC2=O)ccc1O,KDR,5.1
COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,KDR,6.3
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C[C@H](O)CO)c5)cc1,KDR,8.9
COc1ccc(Nc2nccc(NC3=C(N[C@H](C)C(C)(C)C)C(=O)C3=O)n2)cc1OC,KDR,6.8
COc1ccc(\C=C/2\C(=O)ON=C2c3ccc(Br)cc3)cc1OC,KDR,5.1
COc1ccc(\C=C/2\S\C(=N\c3ccccc3)\NC2=O)cc1O,KDR,5.1
COc1ccc(\C=N\Nc2ncnc3c4ccccc4[nH]c23)cc1OC,KDR,5.8
COc1ccc2NC(=O)\C(=C/c3c[nH]cn3)\c2c1,KDR,6
COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1,KDR,5.6
COc1cccc(\C=C/2\S\C(=N/c3ccccc3)\NC2=O)c1,KDR,5.1
COc1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)\C(=N/O)\c4ccccc34,KDR,6.1
COc1cccc(c1)[C@@H](C)NC(=O)N2CCC(=CC2)c3c[nH]c4ncccc34,KDR,5.7
COc1cccc(c1)[C@@H](C)NC(=O)c2cc(C)c(s2)c3ccc4[nH]nc(C)c4c3,KDR,5.1
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(c(F)c2)c3ccncc3,KDR,5.1
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,KDR,5.6
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3C,KDR,5.1
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncn3,KDR,5.1
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2NCCCN)c3ccncc3,KDR,5.1
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2OC)c3ccncc3F,KDR,5.1
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,KDR,5.6
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,KDR,5.6
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(s2)c3ccncc3,KDR,5.1
COc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,KDR,5.6
COc1cccc(c1)[C@H](C)NC(=O)c2ccc(c(C)c2)c3ccncc3,KDR,5.1
COc1cccc(c1)[C@H](C)NC(=O)c2ccc(cc2)c3ccncc3,KDR,5.1
COc1cncc(\C=C\c2ccncc2)c1,KDR,5.1
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,KDR,5.6
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,KDR,5.3
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,KDR,5.6
C[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,KDR,5.2
C[C@@H](NC1=C(N(C(=O)C)c2ccncc2)C(=O)C1=O)C(C)(C)C,KDR,5.2
C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,KDR,6.8
C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,KDR,5.1
C[C@@H](Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F,KDR,6.5
C[C@@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,KDR,5.1
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,KDR,8.1
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,KDR,8.3
C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CO,KDR,5.1
C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,KDR,5.9
C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1,KDR,5.1
C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C3CCCCC3,KDR,5.1
C[C@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,KDR,5.1
C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,KDR,5.6
C[C@H]1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,KDR,5.7
C\C(=N\NC(=N)N)\c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(cc(c2)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,KDR,5.1
C\C(=N\NC(=N)N)\c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,KDR,5.1
Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,KDR,6.4
Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12,KDR,5.1
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5CC[C@@H](CC5)N6CCCC6,KDR,6.3
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5,KDR,6.5
Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1,KDR,7
Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,KDR,5.3
