cano_smiles,gene_name,stand_value
CC(C)NC1=NNC(=O)/C/1=C\c2cc3ccccc3[nH]2,LTK,6.7
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1,LTK,7.5
CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3F,LTK,5.6
CCN(CC)CCNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,LTK,7.2
CCOc1ccc(\C=C/2\SC(=N)NC2=O)c(O)c1,LTK,5.6
CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5,LTK,6.7
CCc1cc(c(O)cc1O)c2n[nH]c(C)c2c3ccc4OCCOc4c3,LTK,5.6
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCC[C@H]4CCO,LTK,5.6
CCn1c(nc2cncc(C(=O)N3CC[C@H](N)C3)c12)c4nonc4N,LTK,5.6
CN1C(=NC(=C(C1=O)c2ccc3ccccc3c2)c4ccncc4)NC[C@@H](N)Cc5ccccc5,LTK,5.6
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,LTK,5.7
CN1CCN(CC1)c2cc(Nc3cc(C)n[nH]3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,LTK,6.3
CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C,LTK,7.8
CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,LTK,6.2
CN[C@H]1C[C@@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,LTK,8.5
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,LTK,7.5
COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,LTK,5.7
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C[C@H](O)CO)c5)cc1,LTK,7.1
COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1,LTK,6
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,LTK,5.6
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,LTK,5.6
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,LTK,5.6
COc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,LTK,5.6
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,LTK,5.6
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,LTK,6.4
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,LTK,5.9
C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,LTK,6
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,LTK,7.7
C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,LTK,7.3
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,LTK,8
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,LTK,5.6
FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,LTK,5.6
N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,LTK,7
NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5,LTK,5.6
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,LTK,5.6
N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2,LTK,6.3
N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,LTK,6.9
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,LTK,6.9
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,LTK,5.6
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,LTK,6.2
O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,LTK,6
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,LTK,6
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,LTK,5.6
O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,LTK,5.6
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,LTK,6.6
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,LTK,7.3
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,LTK,6.6
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,LTK,6.5
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,LTK,8.4
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,LTK,5.6
