cano_smiles,gene_name,stand_value
C(=C\c1ccc2nccn2n1)/c3ccccc3,MAPK14,4
CC(C)C[C@@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,MAPK14,6.2
CC(C)NC1=NNC(=O)/C/1=C\c2cc3ccccc3[nH]2,MAPK14,5.4
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1,MAPK14,5.4
CC(C)[C@@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,MAPK14,6.4
CC(C)[C@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,MAPK14,6.3
CC(SCC1CC[C@@H]2C[C@H]1C2(C)C)C(=O)N,MAPK14,4.1
CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3F,MAPK14,5.4
CCOc1ccc(\C=C/2\SC(=N)NC2=O)c(O)c1,MAPK14,5.4
CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5,MAPK14,5.4
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCC[C@H]4CCO,MAPK14,5.4
CCn1c(nc2cncc(C(=O)N3CC[C@H](N)C3)c12)c4nonc4N,MAPK14,5.4
CN1C(=NC(=C(C1=O)c2ccc3ccccc3c2)c4ccncc4)NC[C@@H](N)Cc5ccccc5,MAPK14,9.6
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,MAPK14,5.4
CN1CCN(CC1)c2cc(Nc3cc(C)n[nH]3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,MAPK14,5.4
CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C,MAPK14,5.4
CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,MAPK14,5.4
CN[C@H]1C[C@@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,MAPK14,5.4
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,MAPK14,5.4
COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,MAPK14,5.4
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C[C@H](O)CO)c5)cc1,MAPK14,5.4
COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1,MAPK14,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,MAPK14,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,MAPK14,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,MAPK14,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,MAPK14,5.4
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,MAPK14,7.7
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,MAPK14,5.4
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,MAPK14,5.4
C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,MAPK14,5.4
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,MAPK14,5.4
C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,MAPK14,5.4
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,MAPK14,5.4
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,MAPK14,5.4
FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,MAPK14,5.4
N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,MAPK14,5.4
NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5,MAPK14,5.4
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,MAPK14,5.4
N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,MAPK14,5.7
