cano_smiles,gene_name,stand_value
C1C[C@H](CN1)Oc2cncc(\C=C\c3ccncc3)c2,EEF2K,5.4
CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccc(cc5)C(=O)O,EEF2K,5.4
CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5cccc(Br)c5,EEF2K,5.4
CC1=NN(C(=O)/C/1=C\c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccc(Cl)c(Cl)c5,EEF2K,5.4
CC1CSC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CC[C@@H](N)C4,EEF2K,5.4
CCN(CC)CCNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,EEF2K,5.4
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,EEF2K,5.4
CCOC(=O)C1=C(N)N2C(=O)\C(=C\c3cccs3)\SC2=C(C1c4cccs4)C(=O)N,EEF2K,5.5
CC[C@@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,EEF2K,5.4
CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,EEF2K,5.4
CN1C(=NC(=C(C1=O)c2ccc3ccccc3c2)c4ccncc4)NC[C@@H](N)Cc5ccccc5,EEF2K,5.4
CN1C(=NC(=C(C1=O)c2cccc(C)c2)c3ccncc3)NC[C@@H](N)Cc4ccccc4,EEF2K,5.4
CN1CCN(CC1)c2cc(Nc3cc(C)n[nH]3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,EEF2K,5.4
CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C,EEF2K,5.4
CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,EEF2K,5.4
CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,EEF2K,5.4
CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4OCOc4c3,EEF2K,5.4
CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4sc(C)nc4c3,EEF2K,5.4
CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,EEF2K,5.4
CN[C@H]1C[C@@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,EEF2K,6.0
COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c6c(N)ncnc26,EEF2K,5.4
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,EEF2K,5.4
COc1cc(\C=C(/C#N)\c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,EEF2K,5.4
COc1cc(\C=C(/C#N)\c2nc3ccccc3[nH]2)c(Br)cc1O,EEF2K,5.4
COc1cc(\C=C\2/S\C(=N/c3ccccc3)\NC2=O)ccc1O,EEF2K,5.4
COc1ccc(\C=C/2\C(=O)ON=C2c3ccc(Br)cc3)cc1OC,EEF2K,5.4
COc1ccc(\C=N\Nc2ncnc3c4ccccc4[nH]c23)cc1OC,EEF2K,5.4
COc1ccc2NC(=O)\C(=C/c3c[nH]cn3)\c2c1,EEF2K,5.4
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,EEF2K,5.4
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,EEF2K,5.4
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,EEF2K,5.4
C[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,EEF2K,5.4
C[C@@H](NC1=C(N(C(=O)C)c2ccncc2)C(=O)C1=O)C(C)(C)C,EEF2K,5.4
C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,EEF2K,5.4
C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,EEF2K,5.4
C[C@@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,EEF2K,5.4
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,EEF2K,5.4
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,EEF2K,5.4
C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,EEF2K,5.4
C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1,EEF2K,5.4
C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)c3ccccc3,EEF2K,5.4
C[C@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,EEF2K,5.4
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,EEF2K,5.4
C[C@H]1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,EEF2K,5.4
Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,EEF2K,5.4
Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12,EEF2K,5.4
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5,EEF2K,5.4
Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1,EEF2K,5.4
Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,EEF2K,5.4
Cc1cc(c2ccccc2)n(n1)c3cc(N\N=C\c4occc4)ncn3,EEF2K,5.4
Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,EEF2K,5.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,EEF2K,5.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,EEF2K,5.5
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,EEF2K,5.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3,EEF2K,5.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,EEF2K,5.4
Cc1n[nH]c2cnc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(c4)C(F)(F)F)c3,EEF2K,5.4
Cn1cc(C(CN)c2cncc(\C=C\c3ccncc3)c2)c4ccccc14,EEF2K,5.4
Fc1ccc2ncn(c3ncc4NC(=O)N([C@@H]5CCOc6c(F)cccc56)c4n3)c2c1,EEF2K,5.4
N(\N=C\c1c[nH]c2ccccc12)c3nc4ccccc4[nH]3,EEF2K,5.4
NC(=O)C1=C2S\C(=C/c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N,EEF2K,6.4
NCCCOc1cncc(\C=C\c2ccncc2)c1,EEF2K,5.4
NCCOc1cncc(\C=C\c2ccncc2)c1,EEF2K,5.4
NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,EEF2K,5.4
N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2,EEF2K,5.4
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,EEF2K,5.4
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,EEF2K,5.4
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,EEF2K,5.5
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,EEF2K,5.9
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,EEF2K,5.4
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,EEF2K,5.4
Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23,EEF2K,5.4
Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,EEF2K,5.4
Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3,EEF2K,5.4
Nc1ncnc2c1c(I)nn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,EEF2K,5.4
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4ccccc4,EEF2K,5.4
O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5,EEF2K,5.4
O=C1NCCc2[nH]c(cc12)c3ccnc(\C=C\c4ccccc4)c3,EEF2K,5.4
