cano_smiles,gene_name,stand_value
Brc1ccc(\C=C\C(=O)Nc2cccc3cnccc23)cc1,CDK7,5.8
Brc1ccc2NC(=O)\C(=C\3/SC(=S)NC3=O)\c2c1,CDK7,5.8
CC(C)CN[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,7.5
CC(C)NC1=NNC(=O)/C/1=C\c2cc3ccccc3[nH]2,CDK7,5.4
CC(C)OC1=NNC(=O)/C/1=C/c2c[nH]c3ccccc23,CDK7,5.8
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1,CDK7,6.5
CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3F,CDK7,5.4
CCNC(=O)N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,6.3
CCOC(=O)C1=C2S\C(=C\c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N,CDK7,5.8
CCOc1ccc(\C=C/2\SC(=N)NC2=O)c(O)c1,CDK7,5.4
CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5,CDK7,5.4
CCn1c(nc2cncc(C(=O)N3CC[C@H](N)C3)c12)c4nonc4N,CDK7,5.6
CN(C)CC(=O)N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,7.4
CN(C)CC(=O)N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,CDK7,6.6
CN1C(=NC(=C(C1=O)c2ccc3ccccc3c2)c4ccncc4)NC[C@@H](N)Cc5ccccc5,CDK7,5.4
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,CDK7,7.3
CN1CCN(CC1)c2cc(Nc3cc(C)n[nH]3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,CDK7,5.4
CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C,CDK7,6.6
CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,CDK7,7
CNC(=O)N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,7
CNCC(=O)N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,7.4
CN[C@H]1C[C@@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,CDK7,7.2
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,CDK7,8
COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,CDK7,5.5
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C[C@H](O)CO)c5)cc1,CDK7,5.4
COc1ccc(\C=C/2\S\C(=N\c3ccccc3)\NC2=O)cc1O,CDK7,5.8
COc1ccc2NC(=O)\C(=C/c3c[nH]cn3)\c2c1,CDK7,7
COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1,CDK7,6
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,CDK7,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,CDK7,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,CDK7,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,CDK7,5.4
CS(=O)(=O)N[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CDK7,5.4
CS(=O)(=O)N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,6.7
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,CDK7,5.4
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,CDK7,6
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,CDK7,5.4
C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,CDK7,5.4
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,CDK7,5.4
C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CDK7,5.4
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,CDK7,6.8
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,CDK7,7.7
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,CDK7,7.7
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,CDK7,5.4
FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,CDK7,5.4
N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,CDK7,5.4
